0;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
1;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
2;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
3;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
4;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
5;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
6;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
7;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
8;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
9;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
10;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
11;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
12;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
13;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
14;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
15;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
16;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
17;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
18;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
19;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
20;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
21;4891.6953125;4865.6953125;4861.6953125;4573.6953125;4837.6953125;4523.6953125;4865.6953125;4855.6953125;4559.697265625;4829.697265625;4421.6953125
